WKT,id,zone
"MULTIPOLYGON (((-0.946018192345834 50.5032367494875,0.123098754488186 50.5440427398246,0.106776358353315 49.7768901214857,-0.660376259985599 49.7768901214857,-0.684859854187906 50.0543708557785,-0.374734327625365 50.0870156480483,-0.415540317962542 50.2339172132621,-0.856245013604045 50.250239609397,-0.905212202008657 50.4053023726782,-0.905212202008657 50.4053023726782,-0.946018192345834 50.5032367494875)))",1,exclusion_zone_1
